"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Ohio","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","14","211,104","55,222","2,339"
"Ohio","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","7","204,361","51,351","2,372"
"Ohio","541511","Custom computer programming services","S-corporations","All establishments","2020","1,136","615,888","146,640","7,312"
"Ohio","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","870","85,024","16,737","1,196"
"Ohio","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","96","41,413","9,388","611"
"Ohio","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","86","78,431","19,187","1,150"
"Ohio","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","56","163,730","37,971","1,801"
"Ohio","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","19","126,446","30,215","1,336"
"Ohio","541511","Custom computer programming services","S-corporations","Establishments with 100 to 249 employees","2020","9","120,844","33,142","1,218"
"Ohio","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","100","64,259","17,326","808"
"Ohio","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","80","4,919","993","91"
"Ohio","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2020","10","4,198","1,017","71"
"Ohio","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2020","5","4,734","1,205","66"
"Ohio","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2020","4","13,549","3,240","130"
"Ohio","541511","Custom computer programming services","Partnerships","All establishments","2020","196","252,321","64,057","2,827"
"Ohio","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","108","11,661","2,280","172"
"Ohio","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","35","18,923","4,410","264"
"Ohio","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","22","30,580","7,967","345"
"Ohio","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","18","48,921","12,121","544"
"Ohio","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2020","10","82,127","21,038","798"
"Ohio","541511","Custom computer programming services","Non-profit","All establishments","2020","3","2,262","501","42"
"Oklahoma","541511","Custom computer programming services","All establishments","All establishments","2020","361","276,720","68,462","2,930"
"Oklahoma","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","258","23,719","5,032","390"
"Oklahoma","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","49","17,942","4,515","333"
"Oklahoma","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","26","31,445","7,147","355"
"Oklahoma","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","16","45,801","10,842","509"
"Oklahoma","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","6","37,081","8,845","426"
"Oklahoma","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","5","76,751","19,511","646"
"Oklahoma","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","69","161,979","42,204","1,320"
"Oklahoma","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","38","4,374","1,019","59"
"Oklahoma","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","11","4,939","1,242","74"
"Oklahoma","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","8","9,871","2,320","108"
